f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_bathrooms_text,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_stove,d_hdtv,d_tv,d_conditioning,d_soundsystem,d_refrigerator,d_shampoo,d_soap,d_oven,d_toiletries,d_speaker,d_fan,d_heating,d_breakfast,d_table,d_dishwasher,d_dryer,d_elevator,d_fitness,d_parking,d_garage,d_wifi,d_game,d_garden,d_gym,d_restaurant,d_bar,d_washer,d_barbeque,d_bbq,price,id,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,property_type,ln_price
Private room in apartment,Private room,Private,SoHo,1 bath,1,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7966447,SoHo,Manhattan,Private room,Private room in apartment,3.970291913552122
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,95,74,1.16,30,1,1921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,7967503,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.795790545596741
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1.5 baths,5,100,3,0.05,30,3,1887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,7967942,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.953243334287785
Private room in apartment,Private room,Private,Chelsea,1 bath,2,91,275,4.3,30,1,1919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,7969111,Chelsea,Manhattan,Private room,Private room in apartment,4.90527477843843
Private room in apartment,Private room,Private,Upper East Side,1 bath,1,NA,0,NA,30,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,7970450,Upper East Side,Manhattan,Private room,Private room in apartment,4.7535901911063645
Private room in apartment,Private room,Private,Washington Heights,1 shared bath,2,100,3,0.05,30,1,1746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7973933,Washington Heights,Manhattan,Private room,Private room in apartment,4.0943445622221
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,6,93,113,1.8,6,4,1887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,239,7975360,Harlem,Manhattan,Entire home/apt,Entire apartment,5.476463551931511
Entire apartment,Entire home/apt,Entire/Apt,Murray Hill,1 bath,4,97,26,0.42,30,2,1865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,7980191,Murray Hill,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,98,15,0.27,14,1,1679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,187,7985333,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.231108616854587
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,3,94,19,0.3,30,1,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,8000716,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,6,90,3,0.05,90,3,1655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,8001648,Midtown,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Washington Heights,1 bath,2,94,200,3.12,1,1,1922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,56,8010033,Washington Heights,Manhattan,Entire home/apt,Entire apartment,4.02535169073515
Private room in apartment,Private room,Private,Chinatown,1 shared bath,1,96,15,0.23,4,1,1936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8011605,Chinatown,Manhattan,Private room,Private room in apartment,4.276666119016055
Private room in apartment,Private room,Private,Financial District,2 shared baths,2,97,149,2.33,2,1,1920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,69,8012976,Financial District,Manhattan,Private room,Private room in apartment,4.23410650459726
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,3,99,17,0.27,30,2,1921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160,8013947,Midtown,Manhattan,Entire home/apt,Entire apartment,5.075173815233827
Private room in apartment,Private room,Private,Chelsea,1 bath,2,100,2,0.03,30,1,1882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8014087,Chelsea,Manhattan,Private room,Private room in apartment,4.605170185988092
Private room in apartment,Private room,Private,Washington Heights,1 bath,2,95,11,0.17,30,1,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,8016681,Washington Heights,Manhattan,Private room,Private room in apartment,4.174387269895637
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,2,96,76,1.2,30,1,1903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,8016747,Lower East Side,Manhattan,Entire home/apt,Entire apartment,4.6913478822291435
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,8017587,West Village,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,Chinatown,2 baths,6,93,32,0.51,30,3,1880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,146,8025808,Chinatown,Manhattan,Entire home/apt,Entire apartment,4.983606621708336
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,6,NA,0,NA,30,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,8029217,West Village,Manhattan,Entire home/apt,Entire apartment,6.214608098422191
Entire apartment,Entire home/apt,Entire/Apt,Washington Heights,1 bath,2,93,3,0.05,30,1,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,8033860,Washington Heights,Manhattan,Entire home/apt,Entire apartment,4.30406509320417
Private room in apartment,Private room,Private,Harlem,2 shared baths,2,81,22,0.34,30,1,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,8034665,Harlem,Manhattan,Private room,Private room in apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,90,4,0.06,30,1,1924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,8035074,Upper West Side,Manhattan,Entire home/apt,Entire apartment,4.867534450455582
Private room in apartment,Private room,Private,Upper West Side,2 baths,4,93,30,0.47,30,0,1931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,8040050,Upper West Side,Manhattan,Private room,Private room in apartment,5.236441962829949
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,3,100,3,0.05,30,2,1864,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,333,8045421,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.808142489980444
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,92,15,0.24,30,1,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,8052841,Midtown,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,4,90,32,0.51,30,2,1899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,295,8054277,Harlem,Manhattan,Entire home/apt,Entire apartment,5.68697535633982
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,3,90,43,0.67,2,3,1923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,8054285,Harlem,Manhattan,Entire home/apt,Entire apartment,4.454347296253507
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,2,96,10,0.16,30,0,1901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,179,8065272,West Village,Manhattan,Entire home/apt,Entire apartment,5.187385805840755
Private room in apartment,Private room,Private,Chinatown,1 shared bath,1,91,82,1.29,30,1,1901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8069858,Chinatown,Manhattan,Private room,Private room in apartment,3.6635616461296463
Entire apartment,Entire home/apt,Entire/Apt,SoHo,1 bath,4,98,92,1.45,3,2,1907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,350,8071687,SoHo,Manhattan,Entire home/apt,Entire apartment,5.857933154483459
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,95,27,0.87,6,1,931,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,8075854,Midtown,Manhattan,Entire home/apt,Entire apartment,4.653960350157523
Private room in apartment,Private room,Private,Harlem,1.5 shared baths,1,84,14,0.22,7,1,1913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8082651,Harlem,Manhattan,Private room,Private room in apartment,3.5263605246161616
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,96,10,0.16,30,1,1849,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,8089270,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.043425116919247
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,4,80,2,0.03,30,2,1909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,8100914,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.123963979403259
Private room in apartment,Private room,Private,Upper West Side,1 bath,2,100,1,0.02,30,1,1286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,8102145,Upper West Side,Manhattan,Private room,Private room in apartment,4.74493212836325
Entire apartment,Entire home/apt,Entire/Apt,Chinatown,1 bath,2,85,15,0.25,180,1,1806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,8103766,Chinatown,Manhattan,Entire home/apt,Entire apartment,4.867534450455582
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,1,100,2,0.03,31,1,1867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,8117729,East Village,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,80,3,0.05,30,1,1893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,8118692,Midtown,Manhattan,Entire home/apt,Entire apartment,5.262690188904886
Private room in apartment,Private room,Private,Murray Hill,1 shared bath,2,98,12,0.23,30,1,1587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,8125640,Murray Hill,Manhattan,Private room,Private room in apartment,4.770684624465665
Private room in apartment,Private room,Private,Harlem,1 bath,1,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8126631,Harlem,Manhattan,Private room,Private room in apartment,3.8066624897703196
Private room in apartment,Private room,Private,Upper West Side,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,8130551,Upper West Side,Manhattan,Private room,Private room in apartment,4.477336814478207
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,1 bath,1,90,2,0.03,30,1,1881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8131995,Kips Bay,Manhattan,Entire home/apt,Entire apartment,5.10594547390058
Private room in apartment,Private room,Private,Hell's Kitchen,1 bath,2,91,8,0.13,30,1,1861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,8133707,Hell's Kitchen,Manhattan,Private room,Private room in apartment,3.8918202981106265
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,4,84,75,1.25,2,2,1805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,8135144,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Financial District,1 bath,4,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,8142536,Financial District,Manhattan,Entire home/apt,Entire apartment,5.857933154483459
Private room in apartment,Private room,Private,Harlem,1 shared bath,4,92,5,0.08,30,1,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79,8144049,Harlem,Manhattan,Private room,Private room in apartment,4.3694478524670215
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,4,96,6,0.1,30,2,1888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,8145339,Chelsea,Manhattan,Entire home/apt,Entire apartment,4.859812404361672
Entire condominium,Entire home/apt,Entire/Apt,Lower East Side,1 bath,3,91,207,3.23,3,2,1922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,119,8151925,Lower East Side,Manhattan,Entire home/apt,Entire condominium,4.77912349311153
Private room in apartment,Private room,Private,Lower East Side,1 bath,2,92,5,0.08,30,1,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,8152985,Lower East Side,Manhattan,Private room,Private room in apartment,4.48863636973214
Private room in apartment,Private room,Private,SoHo,1 shared bath,2,96,5,0.08,30,1,1867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8153235,SoHo,Manhattan,Private room,Private room in apartment,4.276666119016055
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,8,NA,0,NA,30,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,8153240,Lower East Side,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Private room in apartment,Private room,Private,Inwood,1 bath,1,87,5,0.08,30,NA,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,8153669,Inwood,Manhattan,Private room,Private room in apartment,4.499809670330265
Entire apartment,Entire home/apt,Entire/Apt,Battery Park City,1 bath,2,100,6,0.1,30,1,1868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,120,8155028,Battery Park City,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Private room in apartment,Private room,Private,Lower East Side,1 bath,1,86,8,0.13,30,1,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,8162214,Lower East Side,Manhattan,Private room,Private room in apartment,4.499809670330265
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,4,90,165,2.57,30,2,1922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,108,8164402,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.68213122712422
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,80,1,0.02,30,1,1907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,200,8170917,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.298317366548036
Entire condominium,Entire home/apt,Entire/Apt,East Harlem,1 bath,3,95,141,2.24,30,2,1884,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,85,8172995,East Harlem,Manhattan,Entire home/apt,Entire condominium,4.442651256490317
Private room in apartment,Private room,Private,Chinatown,2 baths,1,87,3,0.05,30,1,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8173226,Chinatown,Manhattan,Private room,Private room in apartment,4.0943445622221
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,8173232,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.19295685089021
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,5,89,141,2.23,2,4,1900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,130,8173609,Harlem,Manhattan,Entire home/apt,Entire apartment,4.867534450455582
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,98,56,0.9,30,1,1867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,175,8183563,East Village,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,8183854,West Village,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,3,60,2,0.05,30,2,1117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,211,8185845,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.351858133476067
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,86,14,0.28,30,1,1517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,8186181,Midtown,Manhattan,Entire home/apt,Entire apartment,4.820281565605037
Private room in apartment,Private room,Private,Lower East Side,1 shared bath,4,94,135,2.14,30,2,1890,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,119,8190190,Lower East Side,Manhattan,Private room,Private room in apartment,4.77912349311153
Private room in apartment,Private room,Private,Harlem,2 baths,2,100,1,0.02,30,1,1410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,8195335,Harlem,Manhattan,Private room,Private room in apartment,4.174387269895637
Entire apartment,Entire home/apt,Entire/Apt,Greenwich Village,1 bath,1,95,35,0.55,30,1,1916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,130,8200729,Greenwich Village,Manhattan,Entire home/apt,Entire apartment,4.867534450455582
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,87,3,0.05,30,1,1902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,8207003,East Village,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Private room in apartment,Private room,Private,SoHo,1 shared bath,2,100,1,0.02,30,1,1897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,8207558,SoHo,Manhattan,Private room,Private room in apartment,5.393627546352362
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,6,91,182,2.85,2,2,1914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185,8208285,East Village,Manhattan,Entire home/apt,Entire apartment,5.220355825078324
Private room in apartment,Private room,Private,Theater District,1 shared bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,160,8208317,Theater District,Manhattan,Private room,Private room in apartment,5.075173815233827
Private room in apartment,Private room,Private,Chelsea,1 shared bath,1,97,114,1.79,30,4,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,58,8210423,Chelsea,Manhattan,Private room,Private room in apartment,4.060443010546419
Private room in apartment,Private room,Private,Washington Heights,1 shared bath,2,94,173,2.72,3,1,1906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,60,8219648,Washington Heights,Manhattan,Private room,Private room in apartment,4.0943445622221
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,3,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,8225210,Harlem,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,2,0.03,31,1,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,8225997,East Village,Manhattan,Entire home/apt,Entire apartment,4.8283137373023015
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,4,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,8226137,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.41610040220442
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,97,72,1.13,30,1,1904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,8237244,East Village,Manhattan,Entire home/apt,Entire apartment,5.3706380281276624
Private room in apartment,Private room,Private,East Village,1 bath,1,100,8,0.13,30,1,1866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8238615,East Village,Manhattan,Private room,Private room in apartment,4.382026634673881
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,2,94,117,1.87,30,2,1881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194,8250457,West Village,Manhattan,Entire home/apt,Entire apartment,5.267858159063328
Private room in apartment,Private room,Private,East Village,1 shared bath,2,95,108,1.71,30,1,1897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,49,8250925,East Village,Manhattan,Private room,Private room in apartment,3.8918202981106265
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,1 bath,2,90,2,0.03,30,1,1888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,8257903,Kips Bay,Manhattan,Entire home/apt,Entire apartment,4.90527477843843
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,90,3,0.05,30,1,1861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,8257999,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.90527477843843
Private room in apartment,Private room,Private,East Village,1 shared bath,2,98,10,0.2,30,1,1496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,98,8266287,East Village,Manhattan,Private room,Private room in apartment,4.584967478670572
Private room in apartment,Private room,Private,East Harlem,1 shared bath,1,98,13,0.21,31,2,1895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,8269681,East Harlem,Manhattan,Private room,Private room in apartment,4.31748811353631
Private room in apartment,Private room,Private,Upper West Side,1 shared bath,2,97,123,1.93,4,1,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40,8274516,Upper West Side,Manhattan,Private room,Private room in apartment,3.6888794541139363
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,2,100,8,0.13,3,2,1903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225,8274711,Harlem,Manhattan,Entire home/apt,Entire apartment,5.41610040220442
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,100,1,0.02,30,1,1898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,8281967,Midtown,Manhattan,Entire home/apt,Entire apartment,5.135798437050262
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,1,88,11,0.17,30,1,1901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8283627,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Morningside Heights,1 bath,4,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,8283693,Morningside Heights,Manhattan,Entire home/apt,Entire apartment,5.225746673713202
Private room in apartment,Private room,Private,Lower East Side,1 bath,2,90,5,0.08,30,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,8286139,Lower East Side,Manhattan,Private room,Private room in apartment,4.48863636973214
