f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_bathrooms_text,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_stove,d_hdtv,d_tv,d_conditioning,d_soundsystem,d_refrigerator,d_shampoo,d_soap,d_oven,d_toiletries,d_speaker,d_fan,d_heating,d_breakfast,d_table,d_dishwasher,d_dryer,d_elevator,d_fitness,d_parking,d_garage,d_wifi,d_game,d_garden,d_gym,d_restaurant,d_bar,d_washer,d_barbeque,d_bbq,price,id,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,property_type,ln_price
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,6,96,9,0.25,30,3,1081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,150,14760211,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Private room in apartment,Private room,Private,Harlem,0 shared baths,2,96,120,2.31,30,1,1558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,89,14761949,Harlem,Manhattan,Private room,Private room in apartment,4.48863636973214
Private room in apartment,Private room,Private,Morningside Heights,1 shared bath,2,98,121,2.34,3,1,1549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,14774206,Morningside Heights,Manhattan,Private room,Private room in apartment,4.31748811353631
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,5,70,8,0.15,30,3,1562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,14774459,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.59511985013459
Private room in apartment,Private room,Private,Harlem,1 bath,1,100,3,0.06,2,1,1511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,14784377,Harlem,Manhattan,Private room,Private room in apartment,3.8918202981106265
Private room in apartment,Private room,Private,Washington Heights,1 shared bath,1,93,20,0.38,30,1,1558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,99,14801700,Washington Heights,Manhattan,Private room,Private room in apartment,4.59511985013459
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,98,119,2.28,2,2,1563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,295,14815997,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.68697535633982
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,2,89,12,0.23,30,1,1564,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,135,14818164,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.90527477843843
Private room in apartment,Private room,Private,Harlem,1.5 shared baths,1,93,9,0.18,30,1,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,60,14822309,Harlem,Manhattan,Private room,Private room in apartment,4.0943445622221
Private room in apartment,Private room,Private,East Harlem,1 bath,2,80,1,0.02,30,1,1438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,14823077,East Harlem,Manhattan,Private room,Private room in apartment,4.605170185988092
Private room in apartment,Private room,Private,SoHo,0 shared baths,1,98,12,0.28,30,0,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,14823526,SoHo,Manhattan,Private room,Private room in apartment,4.787491742782046
Private room in apartment,Private room,Private,SoHo,1 shared bath,1,97,39,0.77,30,1,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,14827265,SoHo,Manhattan,Private room,Private room in apartment,4.787491742782046
Private room in apartment,Private room,Private,SoHo,1 shared bath,1,97,31,0.6,30,1,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,14827418,SoHo,Manhattan,Private room,Private room in apartment,4.787491742782046
Private room in apartment,Private room,Private,SoHo,1 shared bath,1,NA,1,0.02,30,1,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14837884,SoHo,Manhattan,Private room,Private room in apartment,3.828641396489095
Entire apartment,Entire home/apt,Entire/Apt,Little Italy,1 bath,2,93,6,0.15,30,1,1197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,14838161,Little Italy,Manhattan,Entire home/apt,Entire apartment,4.31748811353631
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,99,125,2.43,30,1,1541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,14843553,Chelsea,Manhattan,Entire home/apt,Entire apartment,4.6913478822291435
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,3,92,10,0.19,30,1,1540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,14851247,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.700480365792417
Entire apartment,Entire home/apt,Entire/Apt,Midtown,2.5 baths,4,100,5,0.1,1,2,1533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,614,14855614,Midtown,Manhattan,Entire home/apt,Entire apartment,6.419994928147142
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,2,0.05,30,1,1174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,165,14858190,East Village,Manhattan,Entire home/apt,Entire apartment,5.10594547390058
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,100,6,0.12,90,1,1532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,14858777,Harlem,Manhattan,Private room,Private room in apartment,4.2626798770413155
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,3,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,235,14868936,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.459585514144159
Entire apartment,Entire home/apt,Entire/Apt,Gramercy,1 bath,4,98,8,0.17,30,1,1440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,149,14869063,Gramercy,Manhattan,Entire home/apt,Entire apartment,5.003946305945459
Private room in apartment,Private room,Private,Upper East Side,1 shared bath,2,100,1,0.02,30,1,1279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,14869260,Upper East Side,Manhattan,Private room,Private room in apartment,4.31748811353631
Private room in apartment,Private room,Private,Nolita,1 bath,2,96,10,0.19,30,1,1545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,14870802,Nolita,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Chinatown,1 bath,2,96,34,1.01,4,1,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,150,14878046,Chinatown,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Private room in apartment,Private room,Private,Morningside Heights,2 baths,1,89,20,0.39,30,1,1538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14881794,Morningside Heights,Manhattan,Private room,Private room in apartment,4.02535169073515
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,100,3,0.06,9,0,1498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,190,14894267,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.247024072160486
Entire apartment,Entire home/apt,Entire/Apt,West Village,2 baths,5,99,80,1.56,2,3,1539,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,14899111,West Village,Manhattan,Entire home/apt,Entire apartment,5.703782474656201
Private room in apartment,Private room,Private,Upper East Side,1 bath,2,NA,0,NA,100,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14899810,Upper East Side,Manhattan,Private room,Private room in apartment,3.6888794541139363
Private room in apartment,Private room,Private,Harlem,1.5 shared baths,1,98,26,0.5,30,1,1554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,113,14928089,Harlem,Manhattan,Private room,Private room in apartment,4.727387818712341
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,95,79,1.53,6,1,1543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,149,14929615,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.003946305945459
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,100,4,0.1,30,2,1227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,109,14932887,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.6913478822291435
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,2,91,95,1.85,30,1,1543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,128,14933521,Harlem,Manhattan,Entire home/apt,Entire apartment,4.852030263919617
Private room in apartment,Private room,Private,Upper East Side,1 bath,1,90,3,0.06,30,1,1548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,14933893,Upper East Side,Manhattan,Private room,Private room in apartment,3.912023005428146
Entire apartment,Entire home/apt,Entire/Apt,Murray Hill,1 bath,3,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,279,14946346,Murray Hill,Manhattan,Entire home/apt,Entire apartment,5.631211781821365
Private room in apartment,Private room,Private,Theater District,1 shared bath,2,89,205,3.96,1,1,1551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,47,14949281,Theater District,Manhattan,Private room,Private room in apartment,3.8501476017100584
Private room in apartment,Private room,Private,Harlem,1.5 baths,1,100,4,0.08,7,1,1531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,14951904,Harlem,Manhattan,Private room,Private room in apartment,4.0943445622221
Entire apartment,Entire home/apt,Entire/Apt,Washington Heights,1 bath,3,98,10,0.19,30,1,1551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,14952649,Washington Heights,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,2.5 baths,4,NA,1,0.05,30,2,560,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,500,14953958,Upper East Side,Manhattan,Entire home/apt,Entire apartment,6.214608098422191
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,92,5,0.1,30,1,1462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,14961253,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.389071729816501
Private room in apartment,Private room,Private,Harlem,1 bath,2,93,3,0.06,3,1,1509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,14963583,Harlem,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,80,4,0.08,30,1,1520,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,14963736,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.553876891600541
Private room in apartment,Private room,Private,East Harlem,1 shared bath,2,97,109,2.11,2,1,1550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,14966184,East Harlem,Manhattan,Private room,Private room in apartment,4.31748811353631
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,90,126,2.45,30,1,1545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,120,14968436,Harlem,Manhattan,Private room,Private room in apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1.5 baths,5,98,33,0.69,7,2,1439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,165,14972714,Harlem,Manhattan,Entire home/apt,Entire apartment,5.10594547390058
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,2 baths,4,90,2,0.13,30,4,461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,14976950,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.703782474656201
Private room in apartment,Private room,Private,Harlem,1 shared bath,3,91,112,2.25,2,3,1491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,59,14983453,Harlem,Manhattan,Private room,Private room in apartment,4.07753744390572
Entire apartment,Entire home/apt,Entire/Apt,Gramercy,1 bath,2,100,5,0.13,30,1,1134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,220,14988134,Gramercy,Manhattan,Entire home/apt,Entire apartment,5.393627546352362
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,2,96,104,2.02,30,1,1547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,15009618,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,99,35,0.68,30,1,1545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,15009751,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.703782474656201
Private room in apartment,Private room,Private,Chelsea,1 bath,1,90,2,0.04,30,1,1532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,15021783,Chelsea,Manhattan,Private room,Private room in apartment,4.394449154672439
Entire apartment,Entire home/apt,Entire/Apt,Nolita,1 bath,3,88,10,0.21,30,1,1410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133,15035050,Nolita,Manhattan,Entire home/apt,Entire apartment,4.890349128221754
Private room in apartment,Private room,Private,Upper West Side,1 bath,2,100,20,0.41,2,1,1468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142,15036809,Upper West Side,Manhattan,Private room,Private room in apartment,4.955827057601261
Private room in apartment,Private room,Private,Upper West Side,1 bath,4,97,147,2.91,3,2,1512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,15037251,Upper West Side,Manhattan,Private room,Private room in apartment,5.19295685089021
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,2,100,20,0.39,30,2,1530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,15039238,Harlem,Manhattan,Entire home/apt,Entire apartment,4.31748811353631
Private room in apartment,Private room,Private,East Harlem,1.5 baths,1,100,10,0.2,30,1,1537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15040421,East Harlem,Manhattan,Private room,Private room in apartment,3.912023005428146
Private room in apartment,Private room,Private,Civic Center,1 shared bath,1,NA,0,NA,3,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,15041998,Civic Center,Manhattan,Private room,Private room in apartment,4.553876891600541
Private room in apartment,Private room,Private,Hell's Kitchen,1 bath,1,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,15050044,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.174387269895637
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,2 baths,5,100,3,0.07,30,2,1308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15054909,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Entire condominium,Entire home/apt,Entire/Apt,Battery Park City,1 bath,2,100,1,0.09,30,2,341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,106,15057784,Battery Park City,Manhattan,Entire home/apt,Entire condominium,4.663439094112067
Entire condominium,Entire home/apt,Entire/Apt,Midtown,2 baths,2,NA,0,NA,180,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,457,15059706,Midtown,Manhattan,Entire home/apt,Entire condominium,6.124683390894205
Private room in apartment,Private room,Private,Upper West Side,1 bath,1,85,13,0.26,30,1,1502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15062944,Upper West Side,Manhattan,Private room,Private room in apartment,3.8918202981106265
Entire apartment,Entire home/apt,Entire/Apt,Nolita,1 bath,2,91,15,0.29,30,1,1538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,15066466,Nolita,Manhattan,Entire home/apt,Entire apartment,5.41610040220442
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,4,88,43,0.84,30,3,1540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,215,15068067,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.3706380281276624
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,4,97,152,2.98,30,2,1530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149,15078898,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.003946305945459
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,6,89,7,0.14,30,4,1472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,15083571,Midtown,Manhattan,Entire home/apt,Entire apartment,4.477336814478207
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,2,100,2,0.04,30,1,1419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,15085833,Harlem,Manhattan,Entire home/apt,Entire apartment,6.263398262591624
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,100,1,0.02,30,2,1518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,15098355,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,100,1,0.02,30,1,1510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,15106603,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.220355825078324
Private room in apartment,Private room,Private,Murray Hill,1 bath,1,88,12,0.34,30,1,1047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15114181,Murray Hill,Manhattan,Private room,Private room in apartment,4.499809670330265
Private room in apartment,Private room,Private,Murray Hill,1 bath,1,93,3,0.09,30,1,1050,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15114433,Murray Hill,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,97,250,4.86,3,1,1543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85,15115143,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.442651256490317
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,5,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194,15124396,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.267858159063328
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,97,15,0.32,30,1,1406,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,115,15129261,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.74493212836325
Private room in apartment,Private room,Private,East Village,0 shared baths,2,NA,0,NA,30,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,15130307,East Village,Manhattan,Private room,Private room in apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,1 bath,1,100,1,0.02,30,1,1541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,249,15132151,Kips Bay,Manhattan,Entire home/apt,Entire apartment,5.517452896464707
Private room in apartment,Private room,Private,Upper East Side,1 shared bath,2,93,7,0.16,30,1,1318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,15132221,Upper East Side,Manhattan,Private room,Private room in apartment,4.382026634673881
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,15145285,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.703782474656201
Private room in apartment,Private room,Private,East Harlem,1.5 baths,2,NA,2,0.04,30,1,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,15149762,East Harlem,Manhattan,Private room,Private room in apartment,4.672828834461906
Entire apartment,Entire home/apt,Entire/Apt,Washington Heights,1 bath,2,80,6,0.14,180,1,1300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,62,15158194,Washington Heights,Manhattan,Entire home/apt,Entire apartment,4.127134385045092
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,1 bath,2,88,18,0.38,30,1,1426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15159731,Kips Bay,Manhattan,Entire home/apt,Entire apartment,3.8918202981106265
Entire condominium,Entire home/apt,Entire/Apt,Theater District,1 bath,2,100,9,0.18,30,1,1489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,15181459,Theater District,Manhattan,Entire home/apt,Entire condominium,4.867534450455582
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,4,0.08,30,1,1456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,15187369,East Village,Manhattan,Entire home/apt,Entire apartment,4.74493212836325
Private room in apartment,Private room,Private,Hell's Kitchen,1 bath,2,NA,1,0.02,30,1,1536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,89,15195093,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.48863636973214
Private room in apartment,Private room,Private,East Village,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15196650,East Village,Manhattan,Private room,Private room in apartment,4.499809670330265
Private room in apartment,Private room,Private,Upper East Side,1 shared bath,2,98,12,0.25,30,1,1439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15203342,Upper East Side,Manhattan,Private room,Private room in apartment,4.418840607796598
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,2,93,46,0.9,30,1,1528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,15216703,Lower East Side,Manhattan,Entire home/apt,Entire apartment,4.8283137373023015
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,7,94,16,0.45,30,4,1075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,129,15221767,Harlem,Manhattan,Entire home/apt,Entire apartment,4.859812404361672
Private room in apartment,Private room,Private,Harlem,1 bath,1,NA,0,NA,30,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15221833,Harlem,Manhattan,Private room,Private room in apartment,3.5553480614894135
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,100,1,0.48,30,2,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,169,15230339,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.1298987149230735
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,2 baths,5,NA,0,NA,30,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,296,15230576,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.69035945432406
